name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;668;0;574;3163;1122;3163;1122;0
header;268;127;268;167;1907;167;1907;127
A;1079;193;1079;220;1102;220;1102;193
B;1082;863;1082;890;1101;890;1101;863
B;966;867;966;884;975;884;975;867
A;1094;924;1094;924;1094;924;1094;924
A;677;1235;677;1251;685;1251;685;1235
B;1053;1279;1053;1295;1062;1295;1062;1279
C;1078;1531;1078;1560;1100;1560;1100;1531
B;754;1689;754;1707;769;1707;769;1689
A;1104;2026;1104;2026;1104;2026;1104;2026
D;1085;2200;1085;2229;1110;2229;1110;2200
D;1057;2375;1057;2391;1066;2391;1066;2375
D;1058;2422;1058;2438;1066;2438;1066;2422
A;1002;2569;1002;2579;1008;2579;1008;2569
B;609;2781;609;2797;631;2797;631;2781
B;933;2781;933;2796;955;2796;955;2781
